CGISAI,小区名称,小区ID,RAT,Frequency,经度,纬度,azmuith,SiteType,User Number,User segmentation1,Application,User segmentation2,Terminal Type,SiteName
6912A00131A6204,JA6204,4,4G,2100,117.035807,36.644152,0,1,122,Telco+OTT,王者荣耀,,,JNLX0047-HWD390-FH01
6912A00131A6204,JA6204,4,4G,2100,117.035807,36.644152,0,1,38,国内不限量,王者荣耀,,,JNLX0047-HWD390-FH01
6912A00131C2201,JC2201,1,4G,2100,117.035608,36.647146,0,1,98,Telco+OTT,淘宝,,,JNLX0238-HWD390-FR03
6912A00131BDE01,JBDE01,1,4G,2100,117.0342,36.64102,350,0,5,Telco+OTT,微信,,,JNLX0239-HWD390-FH09
6912A00131BDE05,JBDE05,5,4G,2100,117.0342,36.64102,120,0,28,省内不限量,微信,,,JNLX0239-HWD390-FH09
6912A00131BDE06,JBDE06,6,4G,2100,117.0342,36.64102,250,0,30,Telco+OTT,抖音,,,JNLX0239-HWD390-FH09
6912A00131ADE01,JADE01,1,4G,2100,117.033628,36.647096,330,1,110,省内不限量,酷狗,,,JNLX0238-HWD390-FH01
6912A00131ADE01,JADE01,1,4G,2100,117.033628,36.647096,330,1,7,国内不限量,酷狗,,,JNLX0238-HWD390-FH01
6912A00131ADE02,JADE02,2,4G,2100,117.033628,36.647096,165,1,805,Telco+OTT,淘宝,,,JNLX0238-HWD390-FH01
6912A00131ADE03,JADE03,3,4G,2100,117.033628,36.647096,240,1,1123,国内不限量,微信,,,JNLX0238-HWD390-FH01
6912A0013335A01,J35A01,1,4G,2100,117.033527,36.657649,60,1,75,Telco+OTT,微信,,,JNLX0386-HWD391-FHW07
6912A0013335A01,J35A01,1,4G,2100,117.033527,36.657649,60,1,23,省内不限量,王者荣耀,,,JNLX0386-HWD391-FHW07
6912A0013335A01,J35A01,1,4G,2100,117.033527,36.657649,60,1,30,Telco+OTT,抖音,,,JNLX0386-HWD391-FHW07
6912A0013335A02,J35A02,2,4G,2100,117.033527,36.657649,180,0,422,省内不限量,淘宝,,,JNLX0386-HWD391-FHW07
6912A0013335A03,J35A03,3,4G,2100,117.033527,36.657649,250,1,28,Telco+OTT,酷狗,,,JNLX0386-HWD391-FHW07
6912A0013273901,J73901,1,4G,2100,117.033244,36.647612,0,1,25,省内不限量,淘宝,,,JNLX0142-HWD391-FR06
6912A0013273901,J73901,1,4G,2100,117.033244,36.647612,0,1,67,Telco+OTT,抖音,,,JNLX0142-HWD391-FR06
6912A00131A8701,JA8701,1,4G,2100,117.0327,36.65485,350,1,12,国内不限量,头条,,,JNLX0145-HWD390-FH01
6912A00131A8701,JA8701,1,4G,2100,117.0327,36.65485,350,1,68,Telco+OTT,王者荣耀,,,JNLX0145-HWD390-FH01
6912A00131A8703,JA8703,3,4G,2100,117.0327,36.65485,240,1,45,省内不限量,抖音,,,JNLX0145-HWD390-FH01
6912A00131C5704,JC5704,4,4G,2100,117.032654,36.651546,0,1,130,Telco+OTT,微信,,,JNLX0391-HWD390-FHD03
6912A00131C5705,JC5705,5,4G,2100,117.032654,36.651546,120,1,260,Telco+OTT,抖音,,,JNLX0391-HWD390-FHD03
6912A00131C5705,JC5705,5,4G,2100,117.032654,36.651546,120,1,7,省内不限量,微信,,,JNLX0391-HWD390-FHD03
6912A00131C5706,JC5706,6,4G,2100,117.032654,36.651546,240,0,80,Telco+OTT,王者荣耀,,,JNLX0391-HWD390-FHD03
6912A00131C5706,JC5706,6,4G,2100,117.032654,36.651546,240,1,108,国内不限量,抖音,,,JNLX0391-HWD390-FHD03
6912A00131FE001,JFE001,1,4G,2100,117.0319,36.64391,30,1,177,Telco+OTT,微信,,,JNLX0016-HWD390-FH01
6912A00131FE003,JFE003,3,4G,2100,117.0319,36.64391,230,1,63,省内不限量,微信,,,JNLX0016-HWD390-FH01
6912A0016232301,J32301,1,4G,2100,117.031722,36.65795,0,1,42,Telco+OTT,淘宝,,,JNLX0145-HWD390-FR03
6912A0016232301,J32301,1,4G,2100,117.031722,36.65795,0,1,13,Telco+OTT,头条,,,JNLX0145-HWD390-FR03
6912A0016232301,J32301,1,4G,2100,117.031722,36.65795,0,1,43,省内不限量,酷狗,,,JNLX0145-HWD390-FR03
6912A0016232301,J32301,1,4G,2100,117.031722,36.65795,0,1,248,省内不限量,抖音,,,JNLX0145-HWD390-FR03
6912A00131A9901,JA9901,1,4G,2100,117.0314,36.6493,340,1,48,省内不限量,抖音,,,JNLX0208-HWD390-FHD01
6912A00131A9902,JA9902,2,4G,2100,117.0314,36.6493,140,1,2,Telco+OTT,淘宝,,,JNLX0208-HWD390-FHD01
6912A00131A9902,JA9902,2,4G,2100,117.0314,36.6493,140,1,3162,Telco+OTT,王者荣耀,,,JNLX0208-HWD390-FHD01
6912A00131A9902,JA9902,2,4G,2100,117.0314,36.6493,140,0,48,省内不限量,抖音,,,JNLX0208-HWD390-FHD01
6912A00131A9903,JA9903,3,4G,2100,117.0314,36.6493,260,1,3,Telco+OTT,王者荣耀,,,JNLX0208-HWD390-FHD01
6912A00131A9903,JA9903,3,4G,2100,117.0314,36.6493,260,1,20,国内不限量,头条,,,JNLX0208-HWD390-FHD01
6912A00131A9903,JA9903,3,4G,2100,117.0314,36.6493,260,1,37,省内不限量,抖音,,,JNLX0208-HWD390-FHD01
6912A001622FA01,J2FA01,1,4G,2100,117.030036,36.648915,0,1,40,省内不限量,头条,,,JNSZ0020-HWD390-FR01
6912A001622FA01,J2FA01,1,4G,2100,117.030036,36.648915,0,1,8,Telco+OTT,王者荣耀,,,JNSZ0020-HWD390-FR01
6912A001622FA01,J2FA01,1,4G,2100,117.030036,36.648915,0,1,748,省内不限量,王者荣耀,,,JNSZ0020-HWD390-FR01
6912A00131ACF01,JACF01,1,4G,2100,117.029992,36.646614,30,1,22,省内不限量,抖音,,,JNLX0239-HWD390-FHD04
6912A00131ACF02,JACF02,2,4G,2100,117.029992,36.646614,140,1,37,Telco+OTT,抖音,,,JNLX0239-HWD390-FHD04
6912A00131ACF03,JACF03,3,4G,2100,117.029992,36.646614,210,1,22,Telco+OTT,淘宝,,,JNLX0239-HWD390-FHD04
6912A00131ACF03,JACF03,3,4G,2100,117.029992,36.646614,210,1,15,省内不限量,微信,,,JNLX0239-HWD390-FHD04
6912A00131ACF03,JACF03,3,4G,2100,117.029992,36.646614,210,1,15,国内不限量,微信,,,JNLX0239-HWD390-FHD04
6912A00131ACF03,JACF03,3,4G,2100,117.029992,36.646614,210,1,468,省内不限量,抖音,,,JNLX0239-HWD390-FHD04
6912A0013226401,J26401,1,4G,2100,117.029944,36.653469,0,1,1305,Telco+OTT,微信,,,JNLX0239-HWD390-FR05
6912A0013226401,J26401,1,4G,2100,117.029944,36.653469,0,0,212,省内不限量,头条,,,JNLX0239-HWD390-FR05
6912A0013226401,J26401,1,4G,2100,117.029944,36.653469,0,0,132,省内不限量,微信,,,JNLX0239-HWD390-FR05
6912A00131A5604,JA5604,1,4G,2100,117.029,36.65294,340,1,2342,省内不限量,抖音,,,JNLX0020-HWD390-FH01
6912A00131A5604,JA5604,1,4G,2100,117.029,36.65294,340,1,37,Telco+OTT,王者荣耀,,,JNLX0020-HWD390-FH01
6912A00131A5606,JA5606,1,4G,2100,117.029,36.65294,180,1,10,国内不限量,王者荣耀,,,JNLX0020-HWD390-FH01
6912A00131A5606,JA5606,1,4G,2100,117.029,36.65294,180,1,7,Telco+OTT,王者荣耀,,,JNLX0020-HWD390-FH01
6912A00131B6601,JB6601,1,4G,2100,117.028856,36.657403,0,1,32,Telco+OTT,微信,,,JNSZ0108-HWD390-FHD04
6912A00131B6602,JB6602,2,4G,2100,117.028856,36.657403,100,0,75,Telco+OTT,抖音,,,JNSZ0108-HWD390-FHD04
6912A00131B6602,JB6602,2,4G,2100,117.028856,36.657403,100,1,33,省内不限量,微信,,,JNSZ0108-HWD390-FHD04
6912A00131B6603,JB6603,3,4G,2100,117.028856,36.657403,185,1,168,国内不限量,抖音,,,JNSZ0108-HWD390-FHD04
6912A00131B6604,JB6604,4,4G,2100,117.028856,36.657403,270,1,1227,Telco+OTT,淘宝,,,JNSZ0108-HWD390-FHD04
6912A00131BDC04,JBDC04,4,4G,2100,117.02868,36.64221,340,1,195,省内不限量,酷狗,,,JNLX0239-HWD390-FH07
6912A00131BDC05,JBDC05,5,4G,2100,117.02868,36.64221,170,0,33,省内不限量,微信,,,JNLX0239-HWD390-FH07
6912A00131BDC05,JBDC05,5,4G,2100,117.02868,36.64221,170,1,712,国内不限量,微信,,,JNLX0239-HWD390-FH07
6912A00131BDC05,JBDC05,5,4G,2100,117.02868,36.64221,170,1,252,Telco+OTT,头条,,,JNLX0239-HWD390-FH07
6912A00131BDC06,JBDC06,6,4G,2100,117.02868,36.64221,240,1,25,Telco+OTT,抖音,,,JNLX0239-HWD390-FH07
6912A00131BDC06,JBDC06,6,4G,2100,117.02868,36.64221,240,1,160,国内不限量,抖音,,,JNLX0239-HWD390-FH07
6912A00131BDD01,JBDD01,1,4G,2100,117.02868,36.64221,340,1,5,Telco+OTT,淘宝,,,JNLX0239-HWD390-FH08
6912A00131BDD05,JBDD05,5,4G,2100,117.02868,36.64221,170,1,465,省内不限量,抖音,,,JNLX0239-HWD390-FH08
6912A00131B5B01,JB5B01,1,4G,2100,117.0264,36.655714,30,1,238,省内不限量,抖音,,,JNSZ0108-HWD390-FHD05
6912A00131B5B02,JB5B02,2,4G,2100,117.0264,36.655714,320,1,38,省内不限量,抖音,,,JNSZ0108-HWD390-FHD05
6912A0013202501,J02501,1,4G,2100,117.02635,36.64555,210,1,1047,Telco+OTT,王者荣耀,,,JNLX0239-HWD390-FHD14
6912A0013202501,J02501,1,4G,2100,117.02635,36.64555,210,1,63,国内不限量,抖音,,,JNLX0239-HWD390-FHD14
6912A0013202502,J02502,2,4G,2100,117.02635,36.64555,120,1,37,省内不限量,抖音,,,JNLX0239-HWD390-FHD14
6912A0013202502,J02502,2,4G,2100,117.02635,36.64555,120,1,405,Telco+OTT,微信,,,JNLX0239-HWD390-FHD14
6912A0013202503,J02503,3,4G,2100,117.02635,36.64555,340,1,67,Telco+OTT,抖音,,,JNLX0239-HWD390-FHD14
6912A0013202503,J02503,3,4G,2100,117.02635,36.64555,340,1,97,省内不限量,微信,,,JNLX0239-HWD390-FHD14
6912A00131A7C01,JA7C01,1,4G,2100,117.026289,36.648888,350,1,273,Telco+OTT,王者荣耀,,,JNLX0128-HWD390-FH01
6912A00131A7C01,JA7C01,1,4G,2100,117.026289,36.648888,350,1,3017,省内不限量,抖音,,,JNLX0128-HWD390-FH01
6912A001622EA01,J2EA01,1,4G,2100,117.02594,36.647777,0,1,492,省内不限量,头条,,,JNLX0128-HWD390-FR01
6912A001622EA01,J2EA01,1,4G,2100,117.02594,36.647777,0,1,18,Telco+OTT,王者荣耀,,,JNLX0128-HWD390-FR01
6912A001622EA01,J2EA01,1,4G,2100,117.02594,36.647777,0,1,35,国内不限量,王者荣耀,,,JNLX0128-HWD390-FR01
6912A001622EA01,J2EA01,1,4G,2100,117.02594,36.647777,0,1,70,Telco+OTT,酷狗,,,JNLX0128-HWD390-FR01
6912A001622EA01,J2EA01,1,4G,2100,117.02594,36.647777,0,1,5,Telco+OTT,抖音,,,JNLX0128-HWD390-FR01
6912A001622EA01,J2EA01,1,4G,2100,117.02594,36.647777,0,1,12,省内不限量,淘宝,,,JNLX0128-HWD390-FR01
6912A001331EB01,J1EB01,1,4G,2100,117.025634,36.650358,0,1,17,省内不限量,王者荣耀,,,JNLX0020-HWD391-F2RW03
6912A001331EB01,J1EB01,1,4G,2100,117.025634,36.650358,0,1,3,国内不限量,微信,,,JNLX0020-HWD391-F2RW03
6912A001326A003,J6A003,3,4G,2100,117.025425,36.652905,0,1,12,Telco+OTT,酷狗,,,JNLX0239-HWD391-FR08
6912A001326A003,J6A003,3,4G,2100,117.025425,36.652905,0,1,47,省内不限量,淘宝,,,JNLX0239-HWD391-FR08
6912A001326A003,J6A003,3,4G,2100,117.025425,36.652905,0,1,645,国内不限量,头条,,,JNLX0239-HWD391-FR08
6912A001622EB01,J2EB01,1,4G,2100,117.025251,36.651036,0,1,2,国内不限量,王者荣耀,,,JNLX0020-HWD390-FR02
6912A001622EB01,J2EB01,1,4G,2100,117.025251,36.651036,0,1,32,Telco+OTT,王者荣耀,,,JNLX0020-HWD390-FR02
6912A0013197101,J97101,1,4G,2100,117.02493,36.64769,70,1,60,Telco+OTT,王者荣耀,,,JNLX0239-HWD390-FH01
6912A0013197101,J97101,1,4G,2100,117.02493,36.64769,70,1,10,省内不限量,抖音,,,JNLX0239-HWD390-FH01
6912A0013197101,J97101,1,4G,2100,117.02493,36.64769,70,1,133,国内不限量,抖音,,,JNLX0239-HWD390-FH01
6912A0013197101,J97101,1,4G,2100,117.02493,36.64769,70,1,18,Telco+OTT,淘宝,,,JNLX0239-HWD390-FH01
6912A001334B80A,J4B80A,1,4G,2100,117.02493,36.64769,0,1,11,国内不限量,头条,,,JNLX0239-ZX8700-TH01
6912A001334B80A,J4B80A,1,4G,2100,117.02493,36.64769,0,1,18,Telco+OTT,微信,,,JNLX0239-ZX8700-TH01
6912A001334B80A,J4B80A,1,4G,2100,117.02493,36.64769,0,1,4,省内不限量,王者荣耀,,,JNLX0239-ZX8700-TH01
6912A001334B814,J4B814,2,4G,2100,117.02493,36.64769,120,1,462,Telco+OTT,抖音,,,JNLX0239-ZX8700-TH01
6912A001334B81E,J4B81E,3,4G,2100,117.02493,36.64769,240,1,31,Telco+OTT,淘宝,,,JNLX0239-ZX8700-TH01
